"run","mode","run_label","stack","scenario","total_requests","successful_requests","error_rate","successful_requests_per_second","p50_ms","p95_ms","p99_ms","successful_p95_ms","successful_p99_ms","sql_query_count","avg_sql_queries_per_successful_request","app_rss_mb","db_connections_used","notes"
"2","editorial","java-21","jdbc","n-plus-one-trap-optimized","300","300","0","294,39","51,03","86,6","110,43","86,6","110,43","600","2","89,9","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"2","editorial","java-21","jdbc","transaction-write","300","300","0","342,78","39,39","81,88","98,09","81,88","98,09","1500","5","98,2","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"2","editorial","java-21","jdbc","report-aggregation","300","300","0","101,7","144,53","258,44","305,03","258,44","305,03","300","1","94,7","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","prisma","read-by-id","300","300","0","417,33","33,79","80,46","89,97","80,46","89,97","1200","4","185","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","prisma","paginated-list","300","300","0","417,3","36,13","68,94","78,81","68,94","78,81","300","1","154,9","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","prisma","relation-summary-naive","300","300","0","3,13","5063,78","6425,67","7026,16","6425,67","7026,16","60378","201,26","330,7","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","prisma","relation-summary-optimized","300","300","0","28,61","524,84","884,76","1051,41","884,76","1051,41","613","2,04","330,7","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","prisma","n-plus-one-trap-naive","300","300","0","22,74","697,64","892,83","989,54","892,83","989,54","30913","103,04","334,7","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","prisma","n-plus-one-trap-optimized","300","300","0","142,64","103,78","168,86","191,07","168,86","191,07","1200","4","334,7","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","prisma","transaction-write","300","300","0","261,4","53,75","100,65","109,39","100,65","109,39","2100","7","334,7","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","prisma","report-aggregation","300","300","0","116,36","134","203,51","284,5","203,51","284,5","300","1","334,7","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","jdbc","read-by-id","300","300","0","823,59","17,86","37,6","52,07","37,6","52,07","300","1","102,9","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","jdbc","paginated-list","300","300","0","679,45","18,86","64,54","85,95","64,54","85,95","300","1","90,7","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","jdbc","relation-summary-naive","300","300","0","3,3","4390,38","7781,4","10306,91","7781,4","10306,91","60300","201","91,3","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","jdbc","relation-summary-optimized","300","300","0","29,6","482,3","1014,36","1363,52","1014,36","1363,52","600","2","107,1","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","jdbc","n-plus-one-trap-naive","300","300","0","13,71","1107,99","1830,48","2219,3","1830,48","2219,3","90300","301","103,2","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","jdbc","n-plus-one-trap-optimized","300","300","0","449,85","29,7","71,42","94,56","71,42","94,56","600","2","105,2","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","jdbc","transaction-write","300","300","0","257,78","59,04","98,94","116,02","98,94","116,02","1500","5","89,1","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"3","editorial","java-21","jdbc","report-aggregation","300","300","0","114,2","135,59","227,14","256,81","227,14","256,81","300","1","109,6","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
