"run","mode","run_label","stack","scenario","total_requests","successful_requests","error_rate","successful_requests_per_second","p50_ms","p95_ms","p99_ms","successful_p95_ms","successful_p99_ms","sql_query_count","avg_sql_queries_per_successful_request","app_rss_mb","db_connections_used","notes"
"1","smoke","node-25.2.1","prisma","read-by-id","20","20","0","672,86","5,43","7,45","7,48","7,45","7,48","80","4","126,6","4","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","prisma","paginated-list","20","20","0","950,95","3,92","4,57","4,73","4,57","4,73","20","1","127,3","4","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","prisma","relation-summary-naive","20","20","0","14,99","246,46","320,27","342,82","320,27","342,82","4020","201","157,3","13","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","prisma","relation-summary-optimized","20","20","0","249,16","14,78","20,85","25,09","20,85","25,09","40","2","158,5","13","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","prisma","n-plus-one-trap-naive","20","20","0","34,51","113,61","134,83","137,93","134,83","137,93","2060","103","192,3","13","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","prisma","n-plus-one-trap-optimized","20","20","0","224,34","17,16","21,65","22,57","21,65","22,57","80","4","193,9","13","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","prisma","transaction-write","20","20","0","305,69","12,35","15,53","16,65","15,53","16,65","140","7","194,3","13","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","prisma","report-aggregation","20","20","0","449,32","8,32","12,45","12,7","12,45","12,7","20","1","194,3","13","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","jdbc","read-by-id","20","20","0","419,75","9,78","12,42","12,49","12,42","12,49","20","1","84,7","16","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","jdbc","paginated-list","20","20","0","236,91","13,06","31,12","31,28","31,12","31,28","20","1","89,9","17","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","jdbc","relation-summary-naive","20","20","0","19,25","212","216,54","218,23","216,54","218,23","4020","201","80,5","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","jdbc","relation-summary-optimized","20","20","0","197,49","17,2","27,23","30,24","27,23","30,24","40","2","89,2","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","jdbc","n-plus-one-trap-naive","20","20","0","10,29","340,65","542,54","552,98","542,54","552,98","6020","301","82,9","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","jdbc","n-plus-one-trap-optimized","20","20","0","355,62","10,41","14,48","15,33","14,48","15,33","40","2","91,2","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","jdbc","transaction-write","20","20","0","231,9","15,88","21,32","22,36","21,32","22,36","100","5","95,7","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
"1","smoke","node-25.2.1","jdbc","report-aggregation","20","20","0","324,28","12,06","16,29","17,96","16,29","17,96","20","1","80,6","23","Runner propio HTTP; no es benchmark universal. RSS JDBC usa heap+nonheap si RSS real no esta disponible."
